"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV284","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga","subterranea"
"ASV285","Bacteria","Actinomycetota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"ASV286","Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA,NA
"ASV287","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira","tenuis"
"ASV288","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV289","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales",NA,NA,NA
"ASV290","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Rubellimicrobium",NA
"ASV291","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV292","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV293","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Baekduiaceae","Baekduia",NA
"ASV294","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV295","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV296","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium","cellulosum"
"ASV297","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV298","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga",NA
"ASV299","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales",NA,NA,NA
"ASV300","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae",NA,NA
"ASV301","Bacteria","Bacillota","Bacilli","Caryophanales","Caryophanaceae",NA,NA
"ASV302","Bacteria","Acidobacteriota","Acidobacteria_Gp17","Gp17",NA,NA,NA
"ASV303","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus",NA
"ASV304","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV305","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"ASV306","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium",NA
"ASV307","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV308","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV309","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia",NA
"ASV310","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV311","Bacteria","Actinomycetota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"ASV312","Bacteria",NA,NA,NA,NA,NA,NA
"ASV313","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora",NA
"ASV314","Bacteria","Acidobacteriota","Acidobacteria_Gp5","Gp5",NA,NA,NA
"ASV315","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV316","Bacteria","Acidobacteriota","Acidobacteria_Gp16","Gp16",NA,NA,NA
"ASV317","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV318","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV319","Bacteria","Acidobacteriota","Acidobacteria_Gp3","Gp3",NA,NA,NA
"ASV320","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae",NA,NA
"ASV321","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavisolibacter","ginsengiterrae"
"ASV322","Bacteria",NA,NA,NA,NA,NA,NA
"ASV323","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV324","Bacteria","Planctomycetota","Planctomycetia","Gemmatales",NA,NA,NA
"ASV325","Bacteria",NA,NA,NA,NA,NA,NA
"ASV326","Bacteria","Bacillota","Bacilli","Caryophanales","Caryophanaceae",NA,NA
"ASV327","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales",NA,NA,NA
"ASV328","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV329","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV330","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
"ASV331","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA
"ASV332","Bacteria","Actinomycetota","Actinobacteria",NA,NA,NA,NA
"ASV333","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV334","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV335","Bacteria","Acidobacteriota","Acidobacteria_Gp16","Gp16",NA,NA,NA
"ASV336","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae",NA,NA
"ASV337","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Polyangiaceae","Aetherobacter",NA
"ASV338","Bacteria",NA,NA,NA,NA,NA,NA
"ASV339","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales",NA,NA,NA
"ASV340","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",NA
"ASV341","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Roseiarcaceae","Roseiarcus",NA
"ASV342","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia",NA
"ASV343","Bacteria","Verrucomicrobiota","Subdivision3",NA,NA,NA,NA
"ASV344","Bacteria",NA,NA,NA,NA,NA,NA
"ASV345","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV346","Bacteria",NA,NA,NA,NA,NA,NA
"ASV347","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV348","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV349","Bacteria",NA,NA,NA,NA,NA,NA
"ASV350","Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA,NA
"ASV351","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Arenimicrobiaceae","Arenimicrobium",NA
"ASV352","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylorubrum",NA
"ASV353","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV354","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV355","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales",NA,NA,NA
"ASV356","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV357","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV358","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Iamiaceae",NA,NA
"ASV359","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV360","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV361","Bacteria","Actinomycetota","Actinobacteria","Nakamurellales","Nakamurellaceae","Nakamurella","multipartita"
"ASV362","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV363","Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA,NA
"ASV364","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV365","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV366","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter",NA
"ASV367","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV368","Bacteria","Acidobacteriota","Acidobacteria_Gp2","Gp2",NA,NA,NA
"ASV369","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Planotetraspora",NA
"ASV370","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Alsobacteraceae","Alsobacter",NA
"ASV371","Bacteria","Actinomycetota","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Geodermatophilus",NA
"ASV372","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV373","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV374","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV375","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV376","Bacteria","Verrucomicrobiota","Subdivision3",NA,NA,NA,NA
"ASV377","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Occallatibacter",NA
"ASV378","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV379","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV380","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV381","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV382","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV383","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA
"ASV384","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV385","Bacteria",NA,NA,NA,NA,NA,NA
"ASV386","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae",NA,NA
"ASV387","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae",NA,NA
"ASV388","Bacteria","Acidobacteriota","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV389","Bacteria","Acidobacteriota","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV390","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"ASV391","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA
"ASV392","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella",NA
"ASV393","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","Micropepsis",NA
"ASV394","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV395","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Pseudoneobacillus",NA
"ASV396","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae",NA,NA
"ASV397","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV398","Bacteria","Bacillota","Bacilli","Caryophanales",NA,NA,NA
"ASV399","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV400","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV401","Bacteria","Bacillota","Bacilli","Caryophanales","Alicyclobacillaceae","Tumebacillus",NA
"ASV402","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales",NA,NA,NA
"ASV403","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV404","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV405","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV406","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Microbispora",NA
"ASV407","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter",NA
"ASV408","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV409","Bacteria","Acidobacteriota","Acidobacteria_Gp10","Gp10",NA,NA,NA
"ASV410","Bacteria",NA,NA,NA,NA,NA,NA
"ASV411","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA
"ASV412","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV413","Bacteria","Bacillota","Bacilli","Caryophanales","Paenibacillaceae","Paenibacillus",NA
"ASV414","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV415","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV416","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Occallatibacter",NA
"ASV417","Bacteria","Acidobacteriota","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV418","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV419","Bacteria",NA,NA,NA,NA,NA,NA
"ASV420","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV421","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV422","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV423","Bacteria","Acidobacteriota","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV424","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV425","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV426","Bacteria",NA,NA,NA,NA,NA,NA
"ASV427","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA
"ASV428","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV429","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV430","Bacteria",NA,NA,NA,NA,NA,NA
"ASV431","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV432","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales",NA,NA,NA
"ASV433","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV434","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV435","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV436","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV437","Bacteria","Bacillota","Bacilli","Caryophanales","Alicyclobacillaceae","Tumebacillus",NA
"ASV438","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV439","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV440","Bacteria","Acidobacteriota","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV441","Bacteria",NA,NA,NA,NA,NA,NA
"ASV442","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV443","Bacteria","Acidobacteriota","Acidobacteria_Gp2","Gp2",NA,NA,NA
"ASV444","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV445","Bacteria",NA,NA,NA,NA,NA,NA
"ASV446","Bacteria","Acidobacteriota","Acidobacteria_Gp25","Gp25",NA,NA,NA
"ASV447","Bacteria","Actinomycetota","Actinobacteria","Geodermatophilales","Geodermatophilaceae",NA,NA
"ASV448","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV449","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV450","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV451","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV452","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV454","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV455","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales",NA,NA,NA
"ASV456","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Labilitrichaceae","Labilithrix",NA
"ASV457","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV458","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","islandensis"
"ASV459","Bacteria","Actinomycetota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"ASV460","Bacteria","Acidobacteriota","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV461","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV462","Bacteria","Acidobacteriota","Acidobacteria_Gp16","Gp16",NA,NA,NA
"ASV463","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae",NA,NA
"ASV464","Bacteria",NA,NA,NA,NA,NA,NA
"ASV465","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae","Pedococcus",NA
"ASV466","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV467","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae",NA,NA
"ASV468","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV469","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV470","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV471","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV472","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales",NA,NA,NA
"ASV473","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae",NA,NA
"ASV474","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV475","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales",NA,NA,NA
"ASV476","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV477","Bacteria",NA,NA,NA,NA,NA,NA
"ASV478","Bacteria","Bacillota","Bacilli","Caryophanales","Alicyclobacillaceae",NA,NA
"ASV479","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae",NA,NA
"ASV480","Bacteria","Actinomycetota","Thermoleophilia","Miltoncostaeales","Miltoncostaeaceae","Miltoncostaea",NA
"ASV481","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae",NA,NA
"ASV482","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV483","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV484","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"ASV485","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Shouchella",NA
"ASV486","Bacteria","Acidobacteriota","Acidobacteria_Gp16","Gp16",NA,NA,NA
"ASV487","Bacteria",NA,NA,NA,NA,NA,NA
"ASV488","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV489","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV490","Bacteria","Actinomycetota","Actinobacteria","Streptomycetales","Streptomycetaceae",NA,NA
"ASV491","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV492","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales",NA,NA,NA
"ASV493","Bacteria","Actinomycetota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA,NA
"ASV494","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA
"ASV495","Bacteria",NA,NA,NA,NA,NA,NA
"ASV496","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV497","Bacteria","Acidobacteriota","Acidobacteria_Gp17","Gp17",NA,NA,NA
"ASV498","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Reyranellaceae","Reyranella",NA
"ASV499","Bacteria","Actinomycetota","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Geodermatophilus",NA
"ASV500","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV501","Bacteria","Actinomycetota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter",NA
"ASV502","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV503","Bacteria",NA,NA,NA,NA,NA,NA
"ASV504","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV505","Bacteria","Acidobacteriota","Acidobacteria_Gp16","Gp16",NA,NA,NA
"ASV506","Bacteria",NA,NA,NA,NA,NA,NA
"ASV507","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia",NA
"ASV508","Bacteria","Bacillota","Bacilli","Caryophanales","Paenibacillaceae","Paenibacillus",NA
"ASV509","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Myxococcaceae",NA,NA
"ASV510","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV511","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Bacillus",NA
"ASV512","Bacteria",NA,NA,NA,NA,NA,NA
"ASV513","Bacteria","Acidobacteriota","Acidobacteria_Gp2","Gp2",NA,NA,NA
"ASV514","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV515","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV516","Bacteria","Bacillota","Bacilli","Caryophanales","Paenibacillaceae",NA,NA
"ASV517","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV518","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV519","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV520","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV521","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV522","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV523","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV524","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV525","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV526","Bacteria","Verrucomicrobiota","Subdivision3",NA,NA,NA,NA
"ASV527","Bacteria","Bacillota","Bacilli","Caryophanales",NA,NA,NA
"ASV528","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV529","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Baekduiaceae","Baekduia",NA
